code;id;state;region;province;location;station;dataset;filename;frequency;longitude;latitude;elevation
ASN00055075;;;;;;WINTON (MEROO);ghcnd;ASN00055075;01d;150.6957;-31.1224;470.0
ASN00055076;;;;;;BOGGABRI (KANOWNDA);ghcnd;ASN00055076;01d;150.2119;-30.5121;320.0
ASN00055077;;;;;;FERNLEIGH (ST.HELENA);ghcnd;ASN00055077;01d;150.7000;-31.8000;-999.9
ASN00055078;;;;;;NUNDLE (BENONI);ghcnd;ASN00055078;01d;151.0896;-31.4149;590.0
ASN00055079;;;;;;HANGING ROCK STATE FOREST;ghcnd;ASN00055079;01d;151.2558;-31.4675;1253.0
ASN00055080;;;;;;GLENELG (URANGRA);ghcnd;ASN00055080;01d;149.7333;-31.2667;-999.9
ASN00055081;;;;;;BLACKVILLE (GLASSTON);ghcnd;ASN00055081;01d;150.4167;-31.8000;505.0
ASN00055082;;;;;;ORABAH (MANILLA (WARRABAH));ghcnd;ASN00055082;01d;150.9539;-30.4702;853.0
ASN00055083;;;;;;CROW MOUNTAIN (FIG TREE HILL);ghcnd;ASN00055083;01d;150.8167;-30.5000;701.0
ASN00055084;;;;;;MANILLA (LOWRIE CREEK);ghcnd;ASN00055084;01d;150.8833;-30.5667;502.9
ASN00055085;;;;;;URALLA (MOANA);ghcnd;ASN00055085;01d;151.0333;-30.5167;871.7
ASN00055086;;;;;;MANILLA (GLAMORGAN);ghcnd;ASN00055086;01d;150.8167;-30.6167;472.4
ASN00055087;;;;;;MANILLA (BUNDALEER);ghcnd;ASN00055087;01d;150.8500;-30.6000;619.0
ASN00055088;;;;;;MANILLA (BRADFORD PARK);ghcnd;ASN00055088;01d;150.9500;-30.6000;774.2
ASN00055089;;;;;;MANILLA (STRATHALBYN);ghcnd;ASN00055089;01d;151.0500;-30.5833;774.2
ASN00055090;;;;;;UPPER MANILLA (CARMARTHEN);ghcnd;ASN00055090;01d;150.7293;-30.6242;470.0
ASN00055091;;;;;;MANILLA (STRATHFIELD);ghcnd;ASN00055091;01d;150.7517;-30.6490;363.0
ASN00055092;;;;;;MANILLA (SPRING VALLEY);ghcnd;ASN00055092;01d;150.9167;-30.6667;503.0
ASN00055093;;;;;;MANILLA (BRACKEN HILLS);ghcnd;ASN00055093;01d;151.0000;-30.6667;705.0
ASN00055094;;;;;;MANILLA (GLENBARRA);ghcnd;ASN00055094;01d;151.0272;-30.6642;725.0
ASN00055095;;;;;;BENDEMEER (WEST RETREAT);ghcnd;ASN00055095;01d;151.1000;-30.6333;738.0
ASN00055096;;;;;;BENDEMEER (DANEHURST);ghcnd;ASN00055096;01d;151.1800;-30.6767;804.0
ASN00055097;;;;;;MANILLA (BELL HOMESTEAD);ghcnd;ASN00055097;01d;150.7167;-30.7500;366.0
ASN00055098;;;;;;HALLS CREEK (LEONARD PARK);ghcnd;ASN00055098;01d;150.7667;-30.7167;384.0
ASN00055099;;;;;;MANILLA (EAST LYNNE);ghcnd;ASN00055099;01d;150.8264;-30.7064;390.0
ASN00055100;;;;;;MANILLA (THE PRAIRIES);ghcnd;ASN00055100;01d;150.9069;-30.7461;435.0
ASN00055101;;;;;;WATSONS CREEK (BUNGENDORE);ghcnd;ASN00055101;01d;150.9833;-30.7167;755.9
ASN00055102;;;;;;WATSONS CREEK (FAIRLANDS);ghcnd;ASN00055102;01d;151.0633;-30.7367;870.0
ASN00055103;;;;;;WATSONS CREEK (TILMUNDA);ghcnd;ASN00055103;01d;151.1214;-30.6929;770.0
ASN00055104;;;;;;MANILLA (BROWNING VALE);ghcnd;ASN00055104;01d;150.8167;-30.7667;457.0
ASN00055105;;;;;;ATTUNGA (TARANA);ghcnd;ASN00055105;01d;150.8647;-30.7967;545.0
ASN00055106;;;;;;HALLS CREEK (ROSCOMMON);ghcnd;ASN00055106;01d;150.9333;-30.7667;499.9
ASN00055107;;;;;;HALLS CREEK (GLENWICK);ghcnd;ASN00055107;01d;150.9667;-30.8167;609.6
ASN00055108;;;;;;HALLS CREEK (EAST END);ghcnd;ASN00055108;01d;151.0000;-30.8333;615.7
ASN00055109;;;;;;BENDEMEER (GLENCLAIR);ghcnd;ASN00055109;01d;151.1089;-30.7992;790.0
ASN00055110;;;;;;BENDEMEER (LONGFORD);ghcnd;ASN00055110;01d;151.1167;-30.7667;829.1
ASN00055111;;;;;;BENDEMEER (BIRALEE);ghcnd;ASN00055111;01d;151.2167;-30.7167;939.0
ASN00055112;;;;;;BENDEMEER (BRAEMAR);ghcnd;ASN00055112;01d;151.1833;-30.8000;798.6
ASN00055113;;;;;;BENDEMEER (SUNNYSIDE);ghcnd;ASN00055113;01d;151.3000;-30.8000;914.0
ASN00055114;;;;;;KENTUCKY (STANDBYE);ghcnd;ASN00055114;01d;151.3667;-30.7500;1082.0
ASN00055115;;;;;;BENDEMEER (YARRAGOOL);ghcnd;ASN00055115;01d;151.1500;-30.7500;908.3
ASN00055116;;;;;;SOMERTON (TRELAWNEY);ghcnd;ASN00055116;01d;150.6000;-30.9000;338.0
ASN00055117;;;;;;CARROLL GAP (KURRAWONG);ghcnd;ASN00055117;01d;150.5500;-30.9500;324.0
ASN00055118;;;;;;SOMERTON (CLERMONT PARK);ghcnd;ASN00055118;01d;150.7001;-30.9179;375.0
ASN00055119;;;;;;SOMERTON (LONOU);ghcnd;ASN00055119;01d;150.6717;-30.8867;442.0
ASN00055120;;;;;;ATTUNGA (THE PINES);ghcnd;ASN00055120;01d;150.7869;-30.9310;381.0
ASN00055121;;;;;;ATTUNGA (KERRIBREE);ghcnd;ASN00055121;01d;150.8167;-30.8833;439.0
ASN00055122;;;;;;ATTUNGA (MINDEROO);ghcnd;ASN00055122;01d;150.9097;-30.8415;471.0
ASN00055123;;;;;;ROSEHILL (MOONBI);ghcnd;ASN00055123;01d;150.9833;-30.9000;963.2
ASN00055124;;;;;;BENDEMEER (GLENDON);ghcnd;ASN00055124;01d;151.0500;-30.8500;624.8
ASN00055125;;;;;;GLEN ROSE (BENDEMEER);ghcnd;ASN00055125;01d;151.1333;-30.9167;920.5
ASN00055126;;;;;;BENDEMEER (GLEN MORANGIE);ghcnd;ASN00055126;01d;151.2333;-30.8667;901.0
ASN00055127;;;;;;WOOLBROOK (MOHONGA);ghcnd;ASN00055127;01d;151.3167;-30.8333;945.0
ASN00055128;;;;;;WOOLBROOK (CONGI);ghcnd;ASN00055128;01d;151.2833;-30.9000;884.0
ASN00055129;;;;;;WOOLBROOK (TOP CONGI);ghcnd;ASN00055129;01d;151.3833;-30.8500;103.0
ASN00055130;;;;;;WOOLBROOK (NERSTANE);ghcnd;ASN00055130;01d;151.2500;-30.9500;1006.0
ASN00055131;;;;;;WALCHA ROAD POST OFFICE;ghcnd;ASN00055131;01d;151.4000;-30.9500;1018.0
ASN00055132;;;;;;TAMWORTH (OMAHA);ghcnd;ASN00055132;01d;150.8667;-30.9667;351.0
ASN00055133;;;;;;MOOR CREEK (GLEN BOVIE);ghcnd;ASN00055133;01d;150.9000;-30.4500;472.4
ASN00055134;;;;;;HANWOOD (MOONBI);ghcnd;ASN00055134;01d;151.0500;-30.9500;853.4
ASN00055135;;;;;;MOONBI (THE RANCH);ghcnd;ASN00055135;01d;151.1000;-30.9500;804.7
ASN00055136;;;;;;WOOLBROOK (DANGLEMAH ROAD);ghcnd;ASN00055136;01d;151.3451;-30.9672;910.0
ASN00055137;;;;;;GIDLEY (GREENDALE);ghcnd;ASN00055137;01d;150.8333;-31.0167;396.0
ASN00055138;;;;;;SOMERTON (KALLAROO);ghcnd;ASN00055138;01d;150.6430;-31.0123;370.0
ASN00055139;;;;;;BYAMEE (MILROY);ghcnd;ASN00055139;01d;150.7833;-31.0000;421.0
ASN00055140;;;;;;SOMERTON (GLEN BURN);ghcnd;ASN00055140;01d;150.7127;-31.0101;378.0
ASN00055141;;;;;;MOOR CREEK (ORROROO);ghcnd;ASN00055141;01d;150.9167;-31.0000;389.0
ASN00055142;;;;;;MOOR CREEK (MOONGABAH);ghcnd;ASN00055142;01d;150.9833;-31.0000;426.7
ASN00055143;;;;;;MOONBI (BELLEVUE);ghcnd;ASN00055143;01d;151.0659;-31.0193;462.0
ASN00055144;;;;;;KOOTINGAL (ORANGE GROVE);ghcnd;ASN00055144;01d;151.0833;-31.0500;-999.9
ASN00055145;;;;;;WOOLBROOK (MASONDALE);ghcnd;ASN00055145;01d;151.2833;-31.0000;740.0
ASN00055146;;;;;;WOOLBROOK (BACK CREEK STATION);ghcnd;ASN00055146;01d;151.3333;-31.0367;1050.0
ASN00055147;;;;;;WOOLBROOK (CLYDE);ghcnd;ASN00055147;01d;151.4000;-31.0500;1000.0
ASN00055148;;;;;;KOOTINGAL (GATE ST);ghcnd;ASN00055148;01d;151.0550;-31.0586;420.0
ASN00055149;;;;;;WINTON (NIOKA);ghcnd;ASN00055149;01d;150.6817;-31.0806;405.0
ASN00055150;;;;;;BITHRAMERE (FAIRVIEW);ghcnd;ASN00055150;01d;150.8167;-31.1000;426.7
ASN00055151;;;;;;TAMWORTH C.S.094;ghcnd;ASN00055151;01d;150.9500;-31.0833;427.0
ASN00055152;;;;;;TAMWORTH (BOXVIEW);ghcnd;ASN00055152;01d;150.9833;-31.0500;549.0
ASN00055153;;;;;;HEMINGHA (WOOLBOURNE);ghcnd;ASN00055153;01d;151.0167;-31.1000;427.0
ASN00055154;;;;;;LIMBRI PARK;ghcnd;ASN00055154;01d;151.2233;-31.0589;525.0
ASN00055155;;;;;;LIMBRI (SIRENE);ghcnd;ASN00055155;01d;151.2833;-31.1167;615.7
ASN00055156;;;;;;TAMWORTH (HEWITT);ghcnd;ASN00055156;01d;150.8833;-31.0833;387.1
ASN00055157;;;;;;WINTON (DALBLAIR);ghcnd;ASN00055157;01d;150.6580;-31.0853;434.0
ASN00055158;;;;;;WARRAL (HILLSIA);ghcnd;ASN00055158;01d;150.8655;-31.1564;418.0
ASN00055159;;;;;;CALALA (LYINKA);ghcnd;ASN00055159;01d;150.9500;-31.1333;487.7
ASN00055160;;;;;;NEMINGAH (CRESTFIELD);ghcnd;ASN00055160;01d;151.0627;-31.1656;425.0
ASN00055161;;;;;;KOOTINGAL (STRATHALLYN);ghcnd;ASN00055161;01d;151.1500;-31.1167;495.0
ASN00055162;;;;;;DUNGOWAN (ECHO HILLS);ghcnd;ASN00055162;01d;151.1958;-31.1728;560.0
ASN00055163;;;;;;KOOTINGAL (LECONFIELD);ghcnd;ASN00055163;01d;151.2167;-31.1833;570.0
ASN00055164;;;;;;WEABONGA (STONELEIGH);ghcnd;ASN00055164;01d;151.3031;-31.1805;690.0
ASN00055165;;;;;;WOOLBROOK (DIMBEROY);ghcnd;ASN00055165;01d;151.3833;-31.1500;1049.7
ASN00055166;;;;;;TAMWORTH (BAHREENAH);ghcnd;ASN00055166;01d;150.9249;-31.2248;427.0
ASN00055167;;;;;;DURI (WYALLA);ghcnd;ASN00055167;01d;150.7500;-31.1833;423.0
ASN00055168;;;;;;MANDOWA (WARRAL);ghcnd;ASN00055168;01d;150.8500;-31.1833;426.7
ASN00055169;;;;;;PIALLAMORE (WINDERMERE);ghcnd;ASN00055169;01d;151.0687;-31.1866;420.0
ASN00055170;;;;;;DUNGOWAN (THE JUNCTION);ghcnd;ASN00055170;01d;151.1167;-31.2188;440.0
ASN00055171;;;;;;DUNGOWAN STATION;ghcnd;ASN00055171;01d;151.1850;-31.2533;480.0
ASN00055172;;;;;;WEABONGA (MONOMEETH);ghcnd;ASN00055172;01d;151.3168;-31.2124;720.0
ASN00055173;;;;;;MELROSE (INGLEBA);ghcnd;ASN00055173;01d;151.3667;-31.1833;1036.3
ASN00055174;;;;;;DURI (NARDOO);ghcnd;ASN00055174;01d;150.8000;-31.2500;473.0
ASN00055175;;;;;;LOOMBERAH (GLENORE);ghcnd;ASN00055175;01d;150.9833;-31.2500;518.2
ASN00055176;;;;;;LOOMBERAH (PENDENE);ghcnd;ASN00055176;01d;151.0842;-31.2573;540.0
ASN00055177;;;;;;WOOLOMIN (NORTHCOTTE);ghcnd;ASN00055177;01d;151.1334;-31.3123;500.0
ASN00055178;;;;;;DUNGOWAN (WEEN ALLYN);ghcnd;ASN00055178;01d;151.9331;-31.5314;555.0
ASN00055179;;;;;;NIANGALA (YANGARATA);ghcnd;ASN00055179;01d;151.3500;-31.3000;945.0
ASN00055180;;;;;;NIANGALA POST OFFICE;ghcnd;ASN00055180;01d;151.4167;-31.3000;1133.9
ASN00055181;;;;;;DUNGOWAN (RAVENCROFT);ghcnd;ASN00055181;01d;151.1208;-31.2547;465.0
ASN00055182;;;;;;LOOMBERAH (GLENROSS);ghcnd;ASN00055182;01d;150.9875;-31.3200;505.0
ASN00055183;;;;;;DURI (ASHGROVE) NO 142;ghcnd;ASN00055183;01d;150.8606;-31.2962;477.0
ASN00055184;;;;;;LOOMBERAH (TARWARRI);ghcnd;ASN00055184;01d;150.9667;-31.3833;490.0
ASN00055185;;;;;;LOOMBERAH (WONGARINA);ghcnd;ASN00055185;01d;150.0500;-31.3167;610.0
ASN00055186;;;;;;OGUNBIL (BEANA BRAE);ghcnd;ASN00055186;01d;151.2945;-31.3432;580.0
ASN00055187;;;;;;NIANGALA (UNDARA);ghcnd;ASN00055187;01d;151.3833;-31.3500;1243.6
ASN00055188;;;;;;MULLALEY (DERWENTVILLE);ghcnd;ASN00055188;01d;149.8536;-30.9397;272.0
ASN00055189;;;;;;WOOLOMIN (CULWULLA);ghcnd;ASN00055189;01d;151.1762;-31.3400;530.0
ASN00055190;;;;;;GOWRIE SOUTH;ghcnd;ASN00055190;01d;150.8357;-31.3658;579.0
ASN00055191;;;;;;BOWLING ALLEY POINT (GOONOOLET;ghcnd;ASN00055191;01d;151.1167;-31.3667;518.0
ASN00055192;;;;;;NUNDLE (MANILDRA);ghcnd;ASN00055192;01d;151.1833;-31.4000;838.0
ASN00055193;;;;;;OGUNBIL (WATERFALL);ghcnd;ASN00055193;01d;151.3498;-31.3733;650.0
ASN00055194;;;;;;GOWRIE NORTH;ghcnd;ASN00055194;01d;150.8537;-31.3365;518.0
ASN00055195;;;;;;GOWRIE (LALLYBROCH);ghcnd;ASN00055195;01d;150.8913;-31.4373;638.0
ASN00055196;;;;;;NUNDLE (KOOROON);ghcnd;ASN00055196;01d;151.0167;-31.4433;548.6
ASN00055197;;;;;;QUIRINDI (WHALLIA);ghcnd;ASN00055197;01d;150.9833;-31.5167;685.8
ASN00055198;;;;;;NIANGALA (MOORAH);ghcnd;ASN00055198;01d;151.4000;-31.3667;1240.0
ASN00055199;;;;;;BACK CREEK (NUNDLE);ghcnd;ASN00055199;01d;151.0500;-31.5833;707.1
ASN00055200;;;;;;HANGING ROCK (ANDEVA);ghcnd;ASN00055200;01d;151.1922;-31.4855;1100.0
ASN00055201;;;;;;KELVIN (KAHANA);ghcnd;ASN00055201;01d;150.3170;-30.8237;296.0
ASN00055202;;;;;;GUNNEDAH AIRPORT AWS;ghcnd;ASN00055202;01d;150.2494;-30.9537;262.6
ASN00055203;;;;;;BLACKVILLE 2;ghcnd;ASN00055203;01d;150.2000;-31.6000;-999.9
ASN00055204;;;;;;BOGGABRI 2;ghcnd;ASN00055204;01d;150.0000;-30.7000;-999.9
ASN00055205;;;;;;BOMERA;ghcnd;ASN00055205;01d;149.9000;-31.4000;-999.9
ASN00055207;;;;;;BUNDELLA;ghcnd;ASN00055207;01d;149.9833;-31.5333;-999.9
ASN00055208;;;;;;BURBURGATE;ghcnd;ASN00055208;01d;150.2000;-30.8833;259.1
ASN00055209;;;;;;COOLANBILLA;ghcnd;ASN00055209;01d;150.2000;-31.4000;-999.9
ASN00055210;;;;;;COOMOO COOMOO;ghcnd;ASN00055210;01d;150.1000;-31.7000;-999.9
ASN00055211;;;;;;DALBLAIR;ghcnd;ASN00055211;01d;150.7667;-31.1167;-999.9
ASN00055212;;;;;;ELLERSLIE 2;ghcnd;ASN00055212;01d;149.9000;-31.5000;-999.9
ASN00055213;;;;;;GOWRIE (ROTHERFIELD);ghcnd;ASN00055213;01d;150.2000;-31.5000;-999.9
ASN00055214;;;;;;HANGING ROCK 1;ghcnd;ASN00055214;01d;151.2000;-31.6000;-999.9
ASN00055215;;;;;;WILLOW TREE (HARRISONS RIDGE);ghcnd;ASN00055215;01d;150.5000;-31.7000;-999.9
ASN00055216;;;;;;IRON BARK;ghcnd;ASN00055216;01d;150.7167;-30.4500;-999.9
ASN00055217;;;;;;LOOMBORAH;ghcnd;ASN00055217;01d;151.1000;-31.2000;-999.9
ASN00055218;;;;;;MARSDEN PARK 2;ghcnd;ASN00055218;01d;151.0000;-31.3000;-999.9
ASN00055219;;;;;;MILLIWINDI;ghcnd;ASN00055219;01d;150.6000;-30.8000;-999.9
ASN00055220;;;;;;GUNNEDAH (BELTANA);ghcnd;ASN00055220;01d;150.1505;-30.9585;310.0
ASN00055221;;;;;;TAMWORTH DOMINICAN CONVENT;ghcnd;ASN00055221;01d;150.9167;-31.1167;-999.9
ASN00055222;;;;;;TAMWORTH WEST;ghcnd;ASN00055222;01d;150.9000;-31.1000;-999.9
ASN00055223;;;;;;GUNNEDAH (BENGALALA);ghcnd;ASN00055223;01d;150.2450;-30.8986;260.0
ASN00055224;;;;;;WOLLUN;ghcnd;ASN00055224;01d;151.2000;-30.9000;-999.9
ASN00055225;;;;;;TARA 2;ghcnd;ASN00055225;01d;151.3167;-30.9333;-999.9
ASN00055226;;;;;;BLAIRMORE 1;ghcnd;ASN00055226;01d;149.8833;-30.7833;-999.9
ASN00055227;;;;;;TREMAYNE;ghcnd;ASN00055227;01d;150.4333;-30.7667;-999.9
ASN00055228;;;;;;TULCUMBAH;ghcnd;ASN00055228;01d;150.4500;-30.9000;-999.9
ASN00055229;;;;;;MANILLA (UKOLAN);ghcnd;ASN00055229;01d;150.8833;-30.7333;415.0
ASN00055230;;;;;;ABBOTSLEA;ghcnd;ASN00055230;01d;150.0500;-31.0667;-999.9
ASN00055231;;;;;;BANDO RIDGE;ghcnd;ASN00055231;01d;149.9667;-31.2167;-999.9
ASN00055232;;;;;;BIWONDAH;ghcnd;ASN00055232;01d;150.1167;-30.8833;-999.9
ASN00055233;;;;;;ROOWENA FORMER HALLS CREEK HMS;ghcnd;ASN00055233;01d;150.9833;-30.8667;-999.9
ASN00055234;;;;;;TELBA;ghcnd;ASN00055234;01d;150.4833;-31.0167;-999.9
ASN00055235;;;;;;NUNDLE SHIRE COUNCIL;ghcnd;ASN00055235;01d;151.1500;-31.4833;500.0
ASN00055236;;;;;;WALLABADAH (MARTYN ST);ghcnd;ASN00055236;01d;150.8361;-31.5415;480.0
ASN00055237;;;;;;BLACKVILLE (KOUMALA);ghcnd;ASN00055237;01d;150.3250;-31.6683;380.0
ASN00055238;;;;;;PINE RIDGE (BOONDARI);ghcnd;ASN00055238;01d;150.4972;-31.6477;390.0
ASN00055239;;;;;;PINE RIDGE (ROUND ISLAND);ghcnd;ASN00055239;01d;150.4804;-31.5879;340.0
ASN00055240;;;;;;QUIRINDI (GIBIHI);ghcnd;ASN00055240;01d;150.5500;-31.4833;323.0
ASN00055241;;;;;;QUIRINDI (BOXWOOD);ghcnd;ASN00055241;01d;150.5838;-31.5438;352.0
ASN00055242;;;;;;BRAEFIELD (HUNDAY);ghcnd;ASN00055242;01d;150.6333;-31.5167;366.0
ASN00055243;;;;;;WILLOW TREE (GLENORA);ghcnd;ASN00055243;01d;150.7747;-31.6141;580.0
ASN00055244;;;;;;WILLOW TREE (COOINDA);ghcnd;ASN00055244;01d;150.5736;-31.6352;402.0
ASN00055245;;;;;;NUNDLE (KEEVA);ghcnd;ASN00055245;01d;151.0271;-31.5008;670.0
ASN00055246;;;;;;KANKOOL (THE COTTAGE);ghcnd;ASN00055246;01d;150.7833;-31.7000;475.5
ASN00055247;;;;;;WILLOW TREE (TALLAWANG);ghcnd;ASN00055247;01d;150.3667;-31.7500;408.0
ASN00055248;;;;;;WILLOW TREE (KELVERTON);ghcnd;ASN00055248;01d;150.5837;-31.7249;370.0
ASN00055249;;;;;;THE OAKS;ghcnd;ASN00055249;01d;150.6167;-31.8000;442.0
ASN00055250;;;;;;WARRAH CREEK (ROSCRAE);ghcnd;ASN00055250;01d;150.6667;-31.7333;451.1
ASN00055251;;;;;;WILLOW TREE (AVOCA);ghcnd;ASN00055251;01d;150.7500;-31.7333;533.4
ASN00055252;;;;;;WILLOW TREE (TEMI);ghcnd;ASN00055252;01d;150.7859;-31.7199;585.0
ASN00055253;;;;;;SOMERTON (BECTIVE WEST);ghcnd;ASN00055253;01d;150.6946;-30.9671;330.0
ASN00055254;;;;;;MANILLA (FERN HILL);ghcnd;ASN00055254;01d;150.6290;-30.7902;370.0
ASN00055255;;;;;;QUIRINDI (SPRING VALE);ghcnd;ASN00055255;01d;150.7633;-31.5269;425.0
ASN00055256;;;;;;QUIRINDI (RED BRAES);ghcnd;ASN00055256;01d;150.5500;-31.5500;335.0
ASN00055257;;;;;;DURI (DUNGOWAN RD);ghcnd;ASN00055257;01d;150.8213;-31.2208;456.0
ASN00055258;;;;;;MANILLA (BRAEMAR);ghcnd;ASN00055258;01d;150.8167;-30.8167;518.2
ASN00055259;;;;;;WALLABADAH;ghcnd;ASN00055259;01d;150.8500;-31.6167;-999.9
ASN00055262;;;;;;OGUNBIL (AMAROO);ghcnd;ASN00055262;01d;151.3177;-31.3505;585.0
ASN00055263;;;;;;MULLALEY(KEIGHO);ghcnd;ASN00055263;01d;149.6844;-30.9582;375.0
ASN00055264;;;;;;BOGGABRI (WILLOWDALE);ghcnd;ASN00055264;01d;150.1900;-31.5103;303.0
ASN00055265;;;;;;BOGGABRI (MERRIENDI);ghcnd;ASN00055265;01d;150.0233;-30.5400;232.0
ASN00055266;;;;;;KELVIN (NARRAWARRA);ghcnd;ASN00055266;01d;150.4833;-30.6500;518.0
ASN00055267;;;;;;GUNNEDAH (YARALLA);ghcnd;ASN00055267;01d;150.1500;-30.8667;256.0
ASN00055268;;;;;;BOGGABRI (BE-BARA);ghcnd;ASN00055268;01d;149.7745;-30.8325;370.0
ASN00055269;;;;;;BOGGABRI (CALOOLA);ghcnd;ASN00055269;01d;149.8833;-30.6667;260.0
ASN00055271;;;;;;MULLALEY (BALMORAL);ghcnd;ASN00055271;01d;149.6633;-31.1033;335.0
ASN00055272;;;;;;GUNNEDAH (COLSTOUN SOUTH);ghcnd;ASN00055272;01d;150.2431;-30.8461;259.0
ASN00055273;;;;;;BOGGABRI (NEOTSFIELD);ghcnd;ASN00055273;01d;149.8366;-30.8202;298.0
ASN00055274;;;;;;KELVIN (CARELLAN);ghcnd;ASN00055274;01d;150.4359;-30.7784;409.0
ASN00055275;;;;;;BREEZA (ALPHA);ghcnd;ASN00055275;01d;150.5394;-31.2874;299.0
ASN00055276;;;;;;KEEPIT DAM;ghcnd;ASN00055276;01d;150.4928;-30.8828;304.0
ASN00055278;;;;;;KIBAH;ghcnd;ASN00055278;01d;150.4167;-30.9833;243.8
ASN00055279;;;;;;TAMWORTH (HILLGROVE);ghcnd;ASN00055279;01d;150.7382;-31.0938;425.0
ASN00055280;;;;;;TRIG VALE (CRAWNEY);ghcnd;ASN00055280;01d;150.8333;-31.5833;1443.5
ASN00055281;;;;;;ULIMAN (BRENTWOOD);ghcnd;ASN00055281;01d;149.6833;-31.3833;396.0
ASN00055282;;;;;;PINE RIDGE (RANGARI);ghcnd;ASN00055282;01d;150.5439;-31.4753;330.0
ASN00055283;;;;;;MANILLA (CUERINDI);ghcnd;ASN00055283;01d;150.7772;-30.6946;381.0
ASN00055287;;;;;;YARRAMAN NORTH;ghcnd;ASN00055287;01d;150.1833;-31.6000;427.0
ASN00055289;;;;;;NUNDLE (MOUNT VIEW);ghcnd;ASN00055289;01d;151.3000;-31.4833;1219.2
ASN00055290;;;;;;WILLOW TREE (DENOAN);ghcnd;ASN00055290;01d;150.7333;-31.6667;396.2
ASN00055291;;;;;;UPPER MANILLA POST OFFICE;ghcnd;ASN00055291;01d;150.6725;-30.6344;387.0
ASN00055292;;;;;;NIANGALA;ghcnd;ASN00055292;01d;151.4000;-31.3000;-999.9
ASN00055293;;;;;;MANILLA (AVOCA);ghcnd;ASN00055293;01d;150.6167;-30.7500;365.8
ASN00055294;;;;;;WERRIS CREEK (MANEROO);ghcnd;ASN00055294;01d;150.6715;-31.3441;405.0
ASN00055296;;;;;;BENDEMEER (BANALASTA);ghcnd;ASN00055296;01d;151.2475;-30.7669;855.0
ASN00055297;;;;;;BLACKVILLE (JUNBARLEE);ghcnd;ASN00055297;01d;150.2471;-31.6982;463.0
ASN00055298;;;;;;BOWLING ALLEY POINT (POPLARS);ghcnd;ASN00055298;01d;151.1527;-31.3984;585.0
ASN00055299;;;;;;ROBERTSONS MOUNT;ghcnd;ASN00055299;01d;150.0500;-30.6833;-999.9
ASN00055300;;;;;;BLACKVILLE (WIMBOYNE);ghcnd;ASN00055300;01d;151.1833;-31.5833;420.0
ASN00055301;;;;;;MULLALEY (KIRKBRIGHT);ghcnd;ASN00055301;01d;149.7660;-31.0108;304.0
ASN00055302;;;;;;NUNDLE (CHAFFEY DAM);ghcnd;ASN00055302;01d;151.1358;-31.3556;520.0
ASN00055303;;;;;;MANILLA (ROSEDALE);ghcnd;ASN00055303;01d;150.7524;-30.8098;420.0
ASN00055304;;;;;;MULLALEY (FAIRWINDS);ghcnd;ASN00055304;01d;149.9066;-31.0194;288.0
ASN00055309;;;;;;DUNGOWAN (GLENDOWER MOUNTAIN (;ghcnd;ASN00055309;01d;151.2306;-31.1472;1050.0
ASN00055311;;;;;;DURI POST OFFICE;ghcnd;ASN00055311;01d;150.8185;-31.2171;475.0
ASN00055313;;;;;;GOONOO GOONOO (GOONOO GOONOO C;ghcnd;ASN00055313;01d;150.9167;-31.2717;450.0
ASN00055314;;;;;;MANILLA (TARWONGA);ghcnd;ASN00055314;01d;150.8950;-30.5631;465.0
ASN00055316;;;;;;WOOLBROOK (GLENVIEW);ghcnd;ASN00055316;01d;151.3089;-30.9850;825.0
ASN00055317;;;;;;BAAN BAA;ghcnd;ASN00055317;01d;149.9000;-30.6000;236.0
ASN00055319;;;;;;UPPER MANILLA (GLENBORAH);ghcnd;ASN00055319;01d;150.5862;-30.6126;530.0
ASN00055320;;;;;;LIMBRI (JO-CAR);ghcnd;ASN00055320;01d;151.1771;-31.0407;520.0
ASN00055321;;;;;;MULLA CROSSING (COCKBURN RIVER;ghcnd;ASN00055321;01d;151.1250;-31.0625;-999.9
ASN00055322;;;;;;NIANGALA (MOUNT SANDON);ghcnd;ASN00055322;01d;151.4019;-31.3908;1330.0
ASN00055323;;;;;;QUIRINDI (HUNDAY);ghcnd;ASN00055323;01d;150.6302;-31.5224;370.0
ASN00055324;;;;;;CURLEWIS (WONGALEE);ghcnd;ASN00055324;01d;150.2574;-31.0809;281.0
ASN00055325;;;;;;TAMWORTH AIRPORT AWS;ghcnd;ASN00055325;01d;150.8362;-31.0742;394.9
ASN00055326;;;;;;DUNGOWAN POST OFFICE;ghcnd;ASN00055326;01d;151.1191;-31.2141;438.0
ASN00055327;;;;;;TAMWORTH (OXLEY LANE);ghcnd;ASN00055327;01d;150.8323;-31.1259;438.0
ASN00055328;;;;;;MANILLA (KIMBERLEY);ghcnd;ASN00055328;01d;150.7478;-30.8552;510.0
ASN00055329;;;;;;DURI (RIVERLODGE);ghcnd;ASN00055329;01d;150.8779;-31.1690;425.0
ASN00055330;;;;;;TAMWORTH (WARRAWEE);ghcnd;ASN00055330;01d;150.9540;-31.1921;453.0
ASN00055331;;;;;;MANILLA (TOWRI);ghcnd;ASN00055331;01d;150.5784;-30.7299;430.0
ASN00055332;;;;;;TAMWORTH (OXLEY VALE);ghcnd;ASN00055332;01d;150.9063;-31.0646;425.0
