code;id;state;region;province;location;station;dataset;filename;frequency;longitude;latitude;elevation
ASN00009877;;;;;;LUDLOW;ghcnd;ASN00009877;01d;115.4983;-33.6033;15.0
ASN00009878;;;;;;WEST CRANBROOK;ghcnd;ASN00009878;01d;117.2975;-34.2183;-999.9
ASN00009885;;;;;;BUNBURY POWER STATION;ghcnd;ASN00009885;01d;115.6600;-33.3158;3.0
ASN00009886;;;;;;HAZELMERE;ghcnd;ASN00009886;01d;116.6031;-33.7917;240.0
ASN00009887;;;;;;MANDURAH;ghcnd;ASN00009887;01d;115.7500;-32.5211;21.0
ASN00009888;;;;;;KENDENUP SOUTH;ghcnd;ASN00009888;01d;117.6692;-34.5147;200.0
ASN00009889;;;;;;DEL PARK;ghcnd;ASN00009889;01d;116.0158;-32.6544;330.0
ASN00009891;;;;;;PINJARRA REFINERY;ghcnd;ASN00009891;01d;115.9461;-32.6400;45.0
ASN00009893;;;;;;WILLOWDALE;ghcnd;ASN00009893;01d;116.0081;-32.9233;320.0
ASN00009894;;;;;;WAGERUP REFINERY;ghcnd;ASN00009894;01d;115.9217;-32.9183;65.0
ASN00009895;;;;;;WILLCHER FARM;ghcnd;ASN00009895;01d;123.1878;-33.7878;80.0
ASN00009896;;;;;;BEN AVON;ghcnd;ASN00009896;01d;118.3764;-34.7103;100.0
ASN00009897;;;;;;CAPE ARID NATIONAL PARK;ghcnd;ASN00009897;01d;123.0069;-33.8536;70.0
ASN00009898;;;;;;MARDALLIANG;ghcnd;ASN00009898;01d;118.3225;-34.8208;80.0
ASN00009899;;;;;;KARRALEA;ghcnd;ASN00009899;01d;118.0789;-34.8883;80.0
ASN00009900;;;;;;CHORKERUP;ghcnd;ASN00009900;01d;117.6914;-34.8364;100.0
ASN00009901;;;;;;ATHENA;ghcnd;ASN00009901;01d;117.7197;-34.9964;15.0
ASN00009902;;;;;;FERN RIDGE;ghcnd;ASN00009902;01d;117.7094;-34.8908;90.0
ASN00009903;;;;;;BROOK FARM;ghcnd;ASN00009903;01d;116.3433;-34.5889;170.0
ASN00009904;;;;;;WALTERS FARM;ghcnd;ASN00009904;01d;116.1072;-34.5967;90.0
ASN00009905;;;;;;NERRAGAGUP POOL;ghcnd;ASN00009905;01d;116.3639;-34.3450;200.0
ASN00009906;;;;;;GLENGARREN;ghcnd;ASN00009906;01d;116.2333;-34.1378;270.0
ASN00009907;;;;;;YANMAH;ghcnd;ASN00009907;01d;116.0231;-34.2131;260.0
ASN00009908;;;;;;ONE TREE BRIDGE (HAZELMERE);ghcnd;ASN00009908;01d;115.9294;-34.2292;200.0
ASN00009909;;;;;;ASTON DOWNS;ghcnd;ASN00009909;01d;115.3189;-33.7914;80.0
ASN00009910;;;;;;CLOVERLOCK;ghcnd;ASN00009910;01d;115.3147;-33.8325;100.0
ASN00009911;;;;;;CHARLIES CREEK;ghcnd;ASN00009911;01d;115.9581;-33.5947;180.0
ASN00009912;;;;;;FERGUSON VALLEY;ghcnd;ASN00009912;01d;115.8508;-33.4450;120.0
ASN00009913;;;;;;EKAMURRA;ghcnd;ASN00009913;01d;115.8439;-33.6906;240.0
ASN00009914;;;;;;VALERN;ghcnd;ASN00009914;01d;116.6464;-33.3197;300.0
ASN00009915;;;;;;HILLVIEW FARM;ghcnd;ASN00009915;01d;115.9211;-32.9981;60.0
ASN00009916;;;;;;CRENDON;ghcnd;ASN00009916;01d;115.8119;-33.6422;110.0
ASN00009917;;;;;;PERIVALE ORCHARD;ghcnd;ASN00009917;01d;115.7878;-33.7058;100.0
ASN00009918;;;;;;RAVENSCLIFFE;ghcnd;ASN00009918;01d;115.8397;-33.7653;160.0
ASN00009919;;;;;;HAZELVALE;ghcnd;ASN00009919;01d;116.7881;-34.9000;-999.9
ASN00009920;;;;;;LOGUE BROOK DAM;ghcnd;ASN00009920;01d;115.9631;-33.0067;250.0
ASN00009921;;;;;;OLDFIELD;ghcnd;ASN00009921;01d;121.3683;-33.6539;110.0
ASN00009922;;;;;;WEST LORT RIVER;ghcnd;ASN00009922;01d;121.1972;-33.6492;110.0
ASN00009923;;;;;;WORSLEY DOWNS;ghcnd;ASN00009923;01d;115.9892;-33.3169;240.0
ASN00009924;;;;;;WYNDARRA;ghcnd;ASN00009924;01d;116.4969;-34.2489;200.0
ASN00009925;;;;;;IRONSTONE GULLY;ghcnd;ASN00009925;01d;115.7067;-33.6617;60.0
ASN00009926;;;;;;SCOTT RIVER;ghcnd;ASN00009926;01d;115.4447;-34.2989;25.0
ASN00009927;;;;;;THE WOLD - LOWDEN;ghcnd;ASN00009927;01d;116.0128;-33.6028;220.0
ASN00009928;;;;;;VERMEULEN;ghcnd;ASN00009928;01d;116.7211;-34.8389;180.0
ASN00009929;;;;;;DUCK LAKE;ghcnd;ASN00009929;01d;117.8608;-35.0042;-999.9
ASN00009930;;;;;;TAMARU;ghcnd;ASN00009930;01d;118.0467;-34.8794;60.0
ASN00009931;;;;;;TOOBURRA;ghcnd;ASN00009931;01d;118.0822;-34.8736;80.0
ASN00009932;;;;;;WELLINGTON DAM;ghcnd;ASN00009932;01d;115.9786;-33.3997;220.0
ASN00009933;;;;;;MANJIMUP WA CHIP&PULP;ghcnd;ASN00009933;01d;116.1083;-34.3367;240.0
ASN00009934;;;;;;HARVEY WATER RESOURCES;ghcnd;ASN00009934;01d;115.9100;-33.0767;45.0
ASN00009935;;;;;;MANJIMUP WATER RESOURCES;ghcnd;ASN00009935;01d;116.1433;-34.2411;285.0
ASN00009936;;;;;;HUNTLY;ghcnd;ASN00009936;01d;116.0603;-32.6239;320.0
ASN00009938;;;;;;WELLINGTON MILL;ghcnd;ASN00009938;01d;115.9242;-33.4761;200.0
ASN00009940;;;;;;YARUNGA;ghcnd;ASN00009940;01d;116.0839;-32.1206;210.0
ASN00009941;;;;;;COOLANGATA SOUTH;ghcnd;ASN00009941;01d;116.3831;-33.8094;245.0
ASN00009943;;;;;;WORSLEY;ghcnd;ASN00009943;01d;116.0500;-33.3167;-999.9
ASN00009944;;;;;;YERRITUP CREEK STN;ghcnd;ASN00009944;01d;121.0833;-33.7167;-999.9
ASN00009945;;;;;;MANJIMUP (SMITHS BROOK TRIB);ghcnd;ASN00009945;01d;116.2000;-34.3667;-999.9
ASN00009946;;;;;;DONNELLY RIVER;ghcnd;ASN00009946;01d;116.1667;-34.1833;-999.9
ASN00009947;;;;;;DONNELLY RIVER;ghcnd;ASN00009947;01d;116.1500;-34.1333;-999.9
ASN00009948;;;;;;ROSA BROOK;ghcnd;ASN00009948;01d;115.2669;-33.9383;-999.9
ASN00009949;;;;;;FERRARIS FARM;ghcnd;ASN00009949;01d;116.6242;-33.4072;-999.9
ASN00009950;;;;;;DONALDI;ghcnd;ASN00009950;01d;116.0106;-33.4714;-999.9
ASN00009951;;;;;;KELVIN BANK;ghcnd;ASN00009951;01d;116.5831;-34.3175;-999.9
ASN00009952;;;;;;WATERFALL GULLY;ghcnd;ASN00009952;01d;116.4392;-34.0303;-999.9
ASN00009953;;;;;;AURORA DOWNS;ghcnd;ASN00009953;01d;116.6444;-33.5447;-999.9
ASN00009954;;;;;;MERIVALE FARM;ghcnd;ASN00009954;01d;122.0844;-33.8097;60.0
ASN00009955;;;;;;NEWLEIGH;ghcnd;ASN00009955;01d;120.9308;-33.7314;105.0
ASN00009956;;;;;;AUGUSTA EAST;ghcnd;ASN00009956;01d;115.1675;-34.3133;10.0
ASN00009957;;;;;;PEACEFUL BAY;ghcnd;ASN00009957;01d;116.9247;-35.0367;10.0
ASN00009958;;;;;;KARRIVALE;ghcnd;ASN00009958;01d;117.8394;-34.6625;322.0
ASN00009959;;;;;;BUNINYONG;ghcnd;ASN00009959;01d;120.7625;-33.8453;40.0
ASN00009960;;;;;;YOURDAMUNG LAKE;ghcnd;ASN00009960;01d;116.2764;-33.2028;240.0
ASN00009961;;;;;;HOPETOUN NORTH;ghcnd;ASN00009961;01d;120.1283;-33.9306;26.0
ASN00009962;;;;;;BROOKHAMPTON;ghcnd;ASN00009962;01d;115.8833;-33.5925;100.0
ASN00009963;;;;;;GLENMORE;ghcnd;ASN00009963;01d;115.0153;-33.6858;80.0
ASN00009964;;;;;;ROCKY GULLY;ghcnd;ASN00009964;01d;117.0106;-34.5714;250.0
ASN00009965;;;;;;BUNBURY;ghcnd;ASN00009965;01d;115.6447;-33.3567;5.2
ASN00009966;;;;;;OLD CULICUP;ghcnd;ASN00009966;01d;116.6750;-33.8578;230.0
ASN00009967;;;;;;NARRIKUP WEST;ghcnd;ASN00009967;01d;117.6508;-34.7772;130.0
ASN00009968;;;;;;SHANNON;ghcnd;ASN00009968;01d;116.3367;-34.5683;210.0
ASN00009970;;;;;;LOUGHREA;ghcnd;ASN00009970;01d;120.9128;-33.8064;70.0
ASN00009971;;;;;;ACTON PARK;ghcnd;ASN00009971;01d;115.4075;-33.7844;120.0
ASN00009972;;;;;;AMBERGATE;ghcnd;ASN00009972;01d;115.3411;-33.7333;30.0
ASN00009973;;;;;;BUNDILLA;ghcnd;ASN00009973;01d;118.2156;-34.8675;70.0
ASN00009974;;;;;;FRENCHMAN BAY;ghcnd;ASN00009974;01d;117.9615;-35.0955;13.7
ASN00009975;;;;;;BUNDALEER;ghcnd;ASN00009975;01d;118.2992;-34.7031;150.0
ASN00009976;;;;;;PINJARRA SOUTH;ghcnd;ASN00009976;01d;115.8644;-32.6453;13.0
ASN00009977;;;;;;MANDURAH;ghcnd;ASN00009977;01d;115.7119;-32.5219;3.0
ASN00009978;;;;;;JINDONG;ghcnd;ASN00009978;01d;115.2096;-33.7563;42.0
ASN00009979;;;;;;CORAMUP;ghcnd;ASN00009979;01d;121.9336;-33.7622;58.0
ASN00009980;;;;;;KARRI VALLEY RESORT;ghcnd;ASN00009980;01d;115.8519;-34.4211;40.0
ASN00009981;;;;;;FOREST EDGE;ghcnd;ASN00009981;01d;115.9533;-32.8392;240.0
ASN00009982;;;;;;HENTY BROOK;ghcnd;ASN00009982;01d;115.8538;-33.3878;240.0
ASN00009985;;;;;;LITTLE CHORKERUP;ghcnd;ASN00009985;01d;117.7919;-34.8342;100.0
ASN00009986;;;;;;WELLINGTON MILL ALERT;ghcnd;ASN00009986;01d;115.9258;-33.4775;220.0
ASN00009987;;;;;;PAYNEDALE ALERT;ghcnd;ASN00009987;01d;115.7028;-33.6414;80.0
ASN00009988;;;;;;HAPPY VALLEY;ghcnd;ASN00009988;01d;115.6242;-33.6808;100.0
ASN00009989;;;;;;THOMSON BROOK;ghcnd;ASN00009989;01d;115.9553;-33.6458;260.0
ASN00009990;;;;;;BOYANUP NORTH;ghcnd;ASN00009990;01d;115.7393;-33.4775;40.0
ASN00009991;;;;;;DONNYBROOK EAST;ghcnd;ASN00009991;01d;115.8383;-33.5711;120.0
ASN00009992;;;;;;CAPEL NORTH;ghcnd;ASN00009992;01d;115.5509;-33.5435;20.0
ASN00009994;;;;;;COLLIE EAST;ghcnd;ASN00009994;01d;116.1717;-33.3608;200.0
ASN00009995;;;;;;LAKE SHASTER;ghcnd;ASN00009995;01d;120.6342;-33.8044;81.0
ASN00009996;;;;;;LATITUDE 33 WINES;ghcnd;ASN00009996;01d;115.1903;-33.8294;120.0
ASN00009997;;;;;;RAVENSCLIFFE ALERT;ghcnd;ASN00009997;01d;115.8431;-33.7647;200.0
ASN00009998;;;;;;NORTH WALPOLE;ghcnd;ASN00009998;01d;116.7222;-34.9469;73.0
ASN00010000;;;;;;AMERY ACRES;ghcnd;ASN00010000;01d;117.0736;-31.1675;340.0
ASN00010001;;;;;;BAANDEE;ghcnd;ASN00010001;01d;117.9667;-31.6000;-999.9
ASN00010002;;;;;;BAANDEE NORTH;ghcnd;ASN00010002;01d;117.9031;-31.3667;270.0
ASN00010003;;;;;;BALKULING;ghcnd;ASN00010003;01d;117.1000;-31.9833;-999.9
ASN00010004;;;;;;BEACON;ghcnd;ASN00010004;01d;117.8636;-30.4494;370.0
ASN00010005;;;;;;BUNINE;ghcnd;ASN00010005;01d;117.9000;-30.3000;-999.9
ASN00010006;;;;;;BELKA;ghcnd;ASN00010006;01d;118.1108;-31.7278;280.0
ASN00010007;;;;;;BENCUBBIN;ghcnd;ASN00010007;01d;117.8603;-30.8081;359.0
ASN00010008;;;;;;BERRY BROW;ghcnd;ASN00010008;01d;116.5333;-31.8167;-999.9
ASN00010009;;;;;;BOLGART;ghcnd;ASN00010009;01d;116.5092;-31.2744;240.0
ASN00010010;;;;;;BONNIE DOON;ghcnd;ASN00010010;01d;117.9642;-30.9386;310.0
ASN00010011;;;;;;BONNIE ROCK;ghcnd;ASN00010011;01d;118.3819;-30.4731;430.0
ASN00010012;;;;;;BOODJERAKINE;ghcnd;ASN00010012;01d;117.4361;-31.5278;260.0
ASN00010013;;;;;;BOORALAMING;ghcnd;ASN00010013;01d;117.3000;-30.9000;-999.9
ASN00010014;;;;;;BRADFORD;ghcnd;ASN00010014;01d;117.5667;-30.6056;350.0
ASN00010015;;;;;;BROOKLEA;ghcnd;ASN00010015;01d;116.5000;-31.6000;-999.9
ASN00010016;;;;;;BRUCE ROCK;ghcnd;ASN00010016;01d;118.1500;-31.8775;280.0
ASN00010017;;;;;;BUNGULLA NORTH;ghcnd;ASN00010017;01d;117.5858;-31.5547;320.0
ASN00010018;;;;;;BURAKIN;ghcnd;ASN00010018;01d;117.1739;-30.5325;360.0
ASN00010019;;;;;;BURRACOPPIN;ghcnd;ASN00010019;01d;118.4808;-31.3958;346.0
ASN00010020;;;;;;WANOBBING;ghcnd;ASN00010020;01d;116.9667;-31.9167;-999.9
ASN00010021;;;;;;NORTH BEACON;ghcnd;ASN00010021;01d;117.9389;-30.2008;400.0
ASN00010022;;;;;;CARDONIA;ghcnd;ASN00010022;01d;117.8025;-31.5000;350.0
ASN00010023;;;;;;CARTERVILLE;ghcnd;ASN00010023;01d;116.9411;-31.5003;240.0
ASN00010024;;;;;;CASUARINA VALE;ghcnd;ASN00010024;01d;116.8575;-31.1631;275.0
ASN00010026;;;;;;GOODLANDS;ghcnd;ASN00010026;01d;117.1417;-30.0606;310.0
ASN00010027;;;;;;EADINE;ghcnd;ASN00010027;01d;116.5167;-31.7167;231.0
ASN00010028;;;;;;CLEARY;ghcnd;ASN00010028;01d;117.6500;-30.4333;-999.9
ASN00010029;;;;;;CLEARY SOUTH;ghcnd;ASN00010029;01d;117.6675;-30.5311;350.0
ASN00010030;;;;;;WATTONING;ghcnd;ASN00010030;01d;118.1992;-30.7767;330.0
ASN00010031;;;;;;YORKRAKINE TM;ghcnd;ASN00010031;01d;117.5861;-31.3742;300.0
ASN00010032;;;;;;COWCOWING;ghcnd;ASN00010032;01d;117.3953;-30.9964;300.0
ASN00010033;;;;;;COWCOWING CENTRAL;ghcnd;ASN00010033;01d;117.4667;-30.9000;-999.9
ASN00010034;;;;;;FORT HILL;ghcnd;ASN00010034;01d;118.2931;-31.7272;300.0
ASN00010035;;;;;;CUNDERDIN;ghcnd;ASN00010035;01d;117.2331;-31.6494;220.0
ASN00010036;;;;;;YOUNDEGIN;ghcnd;ASN00010036;01d;117.3283;-31.7903;320.0
ASN00010037;;;;;;CUTTENING;ghcnd;ASN00010037;01d;117.7644;-31.7264;300.0
ASN00010038;;;;;;DANDANNING;ghcnd;ASN00010038;01d;118.1975;-31.0064;300.0
ASN00010039;;;;;;DOODARDING WELL;ghcnd;ASN00010039;01d;117.2042;-31.0072;295.0
ASN00010040;;;;;;DOODLAKINE;ghcnd;ASN00010040;01d;117.8775;-31.6089;251.0
ASN00010041;;;;;;DOONGIN PEAK;ghcnd;ASN00010041;01d;117.4372;-31.6192;250.0
ASN00010042;;;;;;DOWERIN;ghcnd;ASN00010042;01d;117.0311;-31.1936;273.0
ASN00010043;;;;;;CALJIE;ghcnd;ASN00010043;01d;116.9167;-31.7661;219.0
ASN00010044;;;;;;BUNGULLA;ghcnd;ASN00010044;01d;117.5431;-31.6231;260.0
ASN00010045;;;;;;EJANDING;ghcnd;ASN00010045;01d;117.1344;-31.0097;290.0
ASN00010046;;;;;;ELLABIN;ghcnd;ASN00010046;01d;118.1000;-31.2000;-999.9
ASN00010047;;;;;;GUM PARK;ghcnd;ASN00010047;01d;118.1514;-31.0467;290.0
ASN00010048;;;;;;WYOLA SOUTH;ghcnd;ASN00010048;01d;117.3833;-31.7167;-999.9
ASN00010049;;;;;;ENDOMOORE;ghcnd;ASN00010049;01d;117.5167;-30.3333;-999.9
ASN00010050;;;;;;ERIKIN;ghcnd;ASN00010050;01d;117.8833;-31.9333;-999.9
ASN00010051;;;;;;REMLAP;ghcnd;ASN00010051;01d;117.5700;-30.1403;340.0
ASN00010052;;;;;;ALEPPO;ghcnd;ASN00010052;01d;117.2219;-31.4453;300.0
ASN00010053;;;;;;FRIARS WELL;ghcnd;ASN00010053;01d;118.4372;-31.7233;300.0
ASN00010054;;;;;;MOUNT PLEASANT FARM;ghcnd;ASN00010054;01d;117.8000;-30.9000;-999.9
ASN00010055;;;;;;GABBIN;ghcnd;ASN00010055;01d;117.6806;-30.7997;340.0
ASN00010056;;;;;;INKPEN;ghcnd;ASN00010056;01d;116.4169;-31.8042;310.0
ASN00010057;;;;;;GOODLANDS 2;ghcnd;ASN00010057;01d;117.1000;-30.1000;-999.9
ASN00010058;;;;;;GOOMALLING;ghcnd;ASN00010058;01d;116.8269;-31.2994;239.0
ASN00010059;;;;;;GOOMARIN;ghcnd;ASN00010059;01d;118.4208;-31.2347;350.0
ASN00010060;;;;;;GRABALL;ghcnd;ASN00010060;01d;118.5106;-31.9886;330.0
ASN00010061;;;;;;HAPPY VALLEY;ghcnd;ASN00010061;01d;116.9558;-31.1417;300.0
ASN00010062;;;;;;ELY PARK;ghcnd;ASN00010062;01d;116.8819;-31.2347;300.0
ASN00010063;;;;;;HAWTHORNDEN;ghcnd;ASN00010063;01d;116.4583;-31.5136;160.0
ASN00010064;;;;;;BOLGART BIN;ghcnd;ASN00010064;01d;116.5075;-31.2747;240.0
ASN00010065;;;;;;JENNABERRING;ghcnd;ASN00010065;01d;117.5000;-31.9000;223.0
ASN00010066;;;;;;JENNA PULLIN;ghcnd;ASN00010066;01d;116.7000;-31.5167;-999.9
ASN00010067;;;;;;JOUERDINE SOUTH;ghcnd;ASN00010067;01d;118.4147;-30.7286;314.0
ASN00010068;;;;;;WHITE WELLS;ghcnd;ASN00010068;01d;116.9622;-29.5858;315.0
ASN00010069;;;;;;JUROKINE;ghcnd;ASN00010069;01d;116.6000;-31.3000;-999.9
ASN00010070;;;;;;KALANNIE;ghcnd;ASN00010070;01d;117.1133;-30.3686;340.0
ASN00010071;;;;;;KARLONING;ghcnd;ASN00010071;01d;118.1300;-30.6447;370.0
ASN00010072;;;;;;KELLERBERRIN SOUTH;ghcnd;ASN00010072;01d;117.6586;-31.7211;290.0
ASN00010073;;;;;;KELLERBERRIN;ghcnd;ASN00010073;01d;117.7217;-31.6183;250.0
ASN00010074;;;;;;KIRAMI;ghcnd;ASN00010074;01d;117.9000;-31.0000;-999.9
ASN00010075;;;;;;MOUNT GIBSON;ghcnd;ASN00010075;01d;117.4100;-29.6089;355.0
ASN00010076;;;;;;KONNONGORRING;ghcnd;ASN00010076;01d;116.7319;-31.0597;240.0
ASN00010077;;;;;;KOORDA;ghcnd;ASN00010077;01d;117.4825;-30.8250;310.0
ASN00010078;;;;;;KORRELOCKING POST OFFICE;ghcnd;ASN00010078;01d;117.4833;-31.2000;-999.9
ASN00010079;;;;;;FAIR VIEW;ghcnd;ASN00010079;01d;118.5833;-31.9500;-999.9
ASN00010080;;;;;;JINGYMIA;ghcnd;ASN00010080;01d;117.4028;-30.5006;350.0
ASN00010081;;;;;;KULJA;ghcnd;ASN00010081;01d;117.2833;-30.4667;314.0
ASN00010082;;;;;;KUNUNOPPIN;ghcnd;ASN00010082;01d;117.9186;-31.1125;290.0
ASN00010083;;;;;;THE PINES;ghcnd;ASN00010083;01d;118.1961;-31.3725;350.0
ASN00010084;;;;;;GLAMOFF;ghcnd;ASN00010084;01d;117.3597;-30.1056;357.0
ASN00010085;;;;;;LANAUBRA;ghcnd;ASN00010085;01d;118.0000;-31.3000;-999.9
ASN00010086;;;;;;LAKE BROWN;ghcnd;ASN00010086;01d;118.3333;-30.9333;-999.9
ASN00010087;;;;;;GLENROE;ghcnd;ASN00010087;01d;116.8667;-31.9667;-999.9
ASN00010088;;;;;;WALLAMABIN PARK;ghcnd;ASN00010088;01d;117.5333;-30.9500;-999.9
ASN00010090;;;;;;MANGOWINE;ghcnd;ASN00010090;01d;118.1000;-31.0000;-999.9
ASN00010091;;;;;;MECKERING;ghcnd;ASN00010091;01d;117.0081;-31.6322;195.0
ASN00010092;;;;;;MERREDIN;ghcnd;ASN00010092;01d;118.2789;-31.4756;315.0
ASN00010093;;;;;;MERREDIN RESEARCH STATION;ghcnd;ASN00010093;01d;118.2242;-31.4994;318.0
ASN00010094;;;;;;NEILBOROUGH;ghcnd;ASN00010094;01d;118.1792;-30.9069;320.0
ASN00010095;;;;;;MILLSTON;ghcnd;ASN00010095;01d;118.2347;-31.5936;300.0
ASN00010096;;;;;;MOLLERIN POST OFFICE;ghcnd;ASN00010096;01d;117.5217;-30.4594;320.0
ASN00010097;;;;;;MONINGARIN;ghcnd;ASN00010097;01d;117.2625;-30.6569;375.0
ASN00010098;;;;;;MOORLANDS;ghcnd;ASN00010098;01d;117.6000;-31.9000;-999.9
ASN00010099;;;;;;MOUNT CAROLINE;ghcnd;ASN00010099;01d;117.6000;-31.8000;-999.9
ASN00010100;;;;;;KURRAJONG;ghcnd;ASN00010100;01d;118.5458;-31.7983;328.0
ASN00010101;;;;;;MOUNT MARSHALL EAST;ghcnd;ASN00010101;01d;118.0000;-30.9000;-999.9
ASN00010102;;;;;;MUKINBUDIN;ghcnd;ASN00010102;01d;118.2028;-30.9153;309.0
ASN00010103;;;;;;MUNTADGIN;ghcnd;ASN00010103;01d;118.5603;-31.7578;342.0
ASN00010104;;;;;;NANYANINE;ghcnd;ASN00010104;01d;117.7239;-31.4025;360.0
ASN00010105;;;;;;GILAVIN;ghcnd;ASN00010105;01d;117.3675;-30.6297;320.0
ASN00010106;;;;;;NUKARNI;ghcnd;ASN00010106;01d;118.1997;-31.2944;289.0
ASN00010107;;;;;;MOUROUBRA;ghcnd;ASN00010107;01d;117.7044;-29.7986;350.0
ASN00010108;;;;;;NOKANING;ghcnd;ASN00010108;01d;118.2464;-31.3261;300.0
ASN00010109;;;;;;NOONEGIN;ghcnd;ASN00010109;01d;118.1333;-31.8833;-999.9
ASN00010110;;;;;;NORPA;ghcnd;ASN00010110;01d;118.4167;-31.5833;-999.9
ASN00010111;;;;;;NORTHAM;ghcnd;ASN00010111;01d;116.6586;-31.6508;170.0
ASN00010112;;;;;;NUNGARIN;ghcnd;ASN00010112;01d;118.1006;-31.1842;292.0
ASN00010113;;;;;;PANTAPIN;ghcnd;ASN00010113;01d;117.6533;-31.9500;334.0
ASN00010114;;;;;;PROSPECT;ghcnd;ASN00010114;01d;117.8000;-30.8833;-999.9
ASN00010115;;;;;;QUELLINGTON;ghcnd;ASN00010115;01d;116.8647;-31.7714;220.0
ASN00010116;;;;;;QUONDONG;ghcnd;ASN00010116;01d;117.4781;-31.5397;250.0
ASN00010117;;;;;;RABBIT FENCE 90 MILE;ghcnd;ASN00010117;01d;118.5000;-30.1000;-999.9
ASN00010118;;;;;;BREAKELL;ghcnd;ASN00010118;01d;118.0264;-31.9917;260.0
ASN00010119;;;;;;KITLANE;ghcnd;ASN00010119;01d;118.3947;-31.7950;350.0
ASN00010120;;;;;;DOODENANNING;ghcnd;ASN00010120;01d;117.0986;-31.9091;290.0
ASN00010121;;;;;;TAMMIN;ghcnd;ASN00010121;01d;117.4872;-31.6431;250.0
ASN00010122;;;;;;TELENNING HILL;ghcnd;ASN00010122;01d;117.4875;-31.8308;240.0
ASN00010123;;;;;;THE GRANITES;ghcnd;ASN00010123;01d;117.9325;-31.9925;250.0
ASN00010124;;;;;;NANGEENAN;ghcnd;ASN00010124;01d;118.1753;-31.5136;280.0
ASN00010125;;;;;;TOODYAY;ghcnd;ASN00010125;01d;116.4594;-31.5453;140.0
ASN00010126;;;;;;TRAYNING;ghcnd;ASN00010126;01d;117.7942;-31.1153;290.0
ASN00010127;;;;;;TRESSILLIAN;ghcnd;ASN00010127;01d;117.9000;-31.7000;-999.9
ASN00010128;;;;;;WADDERIN;ghcnd;ASN00010128;01d;118.4000;-32.0000;-999.9
ASN00010130;;;;;;BADGETOPPIN;ghcnd;ASN00010130;01d;117.8000;-31.6500;-999.9
ASN00010131;;;;;;CULHAM;ghcnd;ASN00010131;01d;116.4667;-31.4000;175.0
ASN00010133;;;;;;WALK WALKIN;ghcnd;ASN00010133;01d;117.3228;-30.8256;320.0
ASN00010134;;;;;;WATTENING;ghcnd;ASN00010134;01d;116.5150;-31.3119;240.0
ASN00010135;;;;;;WIALKI;ghcnd;ASN00010135;01d;118.1258;-30.4869;390.0
ASN00010136;;;;;;WIALKI SOUTH;ghcnd;ASN00010136;01d;118.1489;-30.5892;400.0
ASN00010137;;;;;;WIALKI NORTH;ghcnd;ASN00010137;01d;118.0872;-30.3294;410.0
ASN00010138;;;;;;WOOROLOO;ghcnd;ASN00010138;01d;116.3410;-31.8140;277.0
ASN00010139;;;;;;WOOTTATING;ghcnd;ASN00010139;01d;116.5000;-31.9000;-999.9
ASN00010140;;;;;;WYALKATCHEM;ghcnd;ASN00010140;01d;117.3797;-31.1806;320.0
ASN00010141;;;;;;XANTIPPE;ghcnd;ASN00010141;01d;117.0108;-30.2897;305.0
ASN00010142;;;;;;GABBIN NORTH;ghcnd;ASN00010142;01d;117.6833;-30.6450;370.0
ASN00010143;;;;;;YGNATTERING;ghcnd;ASN00010143;01d;117.2664;-31.4150;295.0
ASN00010144;;;;;;YORK POST OFFICE;ghcnd;ASN00010144;01d;116.7581;-31.8836;174.0
ASN00010145;;;;;;YORKRAKINE;ghcnd;ASN00010145;01d;117.5853;-31.3756;300.0
ASN00010146;;;;;;KALGUDDERING;ghcnd;ASN00010146;01d;116.8000;-31.0000;-999.9
ASN00010147;;;;;;MULJI VALE;ghcnd;ASN00010147;01d;117.6100;-30.7400;400.0
ASN00010148;;;;;;WYDON;ghcnd;ASN00010148;01d;118.1500;-31.3500;-999.9
ASN00010149;;;;;;CODG CODGEN;ghcnd;ASN00010149;01d;117.8164;-31.3361;320.0
ASN00010150;;;;;;GRASS VALLEY;ghcnd;ASN00010150;01d;116.7961;-31.6358;200.0
ASN00010151;;;;;;HINES HILL;ghcnd;ASN00010151;01d;118.0986;-31.5317;270.0
ASN00010152;;;;;;MURESK AGRIC.COLLEGE;ghcnd;ASN00010152;01d;116.6833;-31.7500;166.0
ASN00010153;;;;;;CRAEMOR;ghcnd;ASN00010153;01d;118.0167;-31.1028;300.0
ASN00010154;;;;;;MINNIVALE POST OFFICE;ghcnd;ASN00010154;01d;117.1817;-31.1433;300.0
ASN00010155;;;;;;CADOUX;ghcnd;ASN00010155;01d;117.1361;-30.7686;370.0
ASN00010156;;;;;;CALINGIRI;ghcnd;ASN00010156;01d;116.4483;-31.0908;250.0
ASN00010157;;;;;;CANAAN FARM;ghcnd;ASN00010157;01d;117.3436;-31.2506;260.0
ASN00010158;;;;;;BERIA;ghcnd;ASN00010158;01d;118.2797;-30.4072;470.0
ASN00010159;;;;;;WALGO;ghcnd;ASN00010159;01d;116.5000;-31.0500;-999.9
ASN00010160;;;;;;QUELLA PARK;ghcnd;ASN00010160;01d;117.1194;-31.4533;265.0
ASN00010161;;;;;;YELBENI;ghcnd;ASN00010161;01d;117.6614;-31.1708;330.0
ASN00010162;;;;;;WERRIBEE BOYS HOME;ghcnd;ASN00010162;01d;116.3667;-31.7833;-999.9
